response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
2.5607,0.4486,0.0023,0.0001,2.1119,0.0001,500,14.3906
2.6276,0.4874,0.0253,0.0001,2.1400,0.0001,500,14.3265
2.3502,0.4629,0.0352,0.0001,1.8870,0.0001,500,14.6096
2.4003,0.4627,0.0168,0.0001,1.9373,0.0001,500,14.5716
2.4156,0.4797,0.0168,0.0001,1.9356,0.0001,500,14.5716
2.4080,0.4505,0.0005,0.0001,1.9573,0.0001,500,14.5882
2.4755,0.4888,0.0201,0.0001,1.9864,0.0001,500,14.5263
3.0242,0.4624,0.0170,0.0001,2.5615,0.0001,500,14.5716
3.0779,0.4559,0.0073,0.0001,2.6218,0.0001,500,14.5391
4.7508,0.4401,0.0050,0.0001,4.3104,0.0001,500,12.8666
5.9958,0.5097,0.0272,0.0001,5.4859,0.0001,500,11.6247
3.8412,0.4729,0.0285,0.0001,3.3680,0.0001,500,13.7834
3.9895,0.4830,0.0254,0.0001,3.5063,0.0001,500,13.6377
4.7891,0.4916,0.0310,0.0001,4.2972,0.0001,500,12.8407
7.1482,0.4973,0.0278,0.0001,6.6506,0.0001,503,10.6942
7.1027,0.4554,0.0360,0.0001,6.6469,0.0001,503,10.9471
7.1265,0.4704,0.0267,0.0001,6.6558,0.0001,503,10.9566
7.1095,0.4523,0.0057,0.0001,6.6569,0.0002,503,10.9774
7.0058,0.4988,0.0350,0.0001,6.5067,0.0001,500,11.6168
4.1539,0.4671,0.0319,0.0001,3.6866,0.0001,500,14.4708
7.0072,0.5126,0.0264,0.0001,6.4944,0.0001,500,11.6254
7.1626,0.5118,0.0348,0.0001,6.6506,0.0001,503,11.6171
7.1702,0.5151,0.0352,0.0001,6.6549,0.0001,503,11.6167
4.4776,0.4381,0.0315,0.0001,4.0393,0.0002,500,14.5150
4.4144,0.4889,0.0103,0.0001,3.9252,0.0002,500,14.5783
4.9823,0.4645,0.0122,0.0001,4.5174,0.0003,500,14.0106
4.6342,0.4944,0.0340,0.0001,4.1394,0.0002,500,14.3588
4.4946,0.4156,0.0042,0.0001,4.0786,0.0003,500,14.4984
5.9737,0.4623,0.0036,0.0001,5.5109,0.0002,500,13.0194
5.0435,0.4715,0.0298,0.0001,4.5718,0.0001,500,13.9525
4.6205,0.4311,0.0174,0.0001,4.1892,0.0001,500,14.3755
4.9834,0.4215,0.0071,0.0001,4.5617,0.0002,500,14.0156
4.4449,0.5143,0.0343,0.0001,3.9303,0.0002,500,14.5542
6.1258,0.4719,0.0183,0.0001,5.6536,0.0002,500,12.8734
4.5106,0.4630,0.0131,0.0001,4.0473,0.0001,500,14.4895
4.5700,0.4903,0.0327,0.0001,4.0794,0.0002,500,14.4301
7.0759,0.4314,0.0122,0.0001,6.6443,0.0001,503,11.9396
7.0563,0.4133,0.0080,0.0001,6.6428,0.0001,503,11.9841
7.1131,0.4591,0.0187,0.0001,6.6537,0.0001,503,11.9331
7.1084,0.4560,0.0180,0.0001,6.6522,0.0001,503,11.9742
7.1531,0.4900,0.0278,0.0001,6.6629,0.0001,503,11.9644
7.1731,0.5086,0.0461,0.0001,6.6643,0.0001,503,12.0058
7.1669,0.5031,0.0370,0.0001,6.6636,0.0001,503,12.0150
7.1095,0.4457,0.0297,0.0001,6.6634,0.0001,503,12.5824
7.1288,0.4755,0.0335,0.0001,6.6530,0.0002,503,12.6183
5.4941,0.4896,0.0340,0.0001,5.0042,0.0001,500,14.4288
7.1098,0.4587,0.0084,0.0001,6.6509,0.0001,503,12.8633
7.1561,0.4895,0.0228,0.0001,6.6663,0.0001,503,12.8489
7.1027,0.4593,0.0362,0.0001,6.6431,0.0001,503,12.9868
7.0728,0.4271,0.0049,0.0001,6.6455,0.0001,503,13.0183
7.0891,0.4441,0.0076,0.0001,6.6448,0.0001,503,13.0155
7.1158,0.4679,0.0326,0.0001,6.6476,0.0001,503,12.9904
7.1058,0.4563,0.0037,0.0001,6.6492,0.0002,503,13.0194
7.1250,0.4712,0.0151,0.0001,6.6534,0.0001,503,13.0079
7.1487,0.4889,0.0321,0.0001,6.6596,0.0001,503,12.9909
7.1104,0.4579,0.0379,0.0001,6.6522,0.0001,503,13.0343
7.1430,0.4782,0.0174,0.0001,6.6645,0.0002,503,13.0058
7.1003,0.4468,0.0067,0.0001,6.6532,0.0001,503,13.0655
7.1079,0.4531,0.0104,0.0001,6.6546,0.0001,503,13.0618
7.1428,0.4853,0.0366,0.0001,6.6573,0.0001,503,13.0355
6.0538,0.4509,0.0072,0.0001,5.6025,0.0002,500,14.5391
6.6513,0.4794,0.0320,0.0001,6.1718,0.0001,500,14.0303
7.1062,0.4560,0.0393,0.0001,6.6499,0.0002,503,13.6239
1.8656,0.4391,0.0289,0.0001,1.4263,0.0001,500,19.0827
6.4142,0.4357,0.0049,0.0001,5.9783,0.0001,500,14.5415
6.4189,0.4108,0.0008,0.0001,6.0079,0.0001,500,14.5456
6.3915,0.4312,0.0002,0.0001,5.9599,0.0001,500,14.5882
7.0473,0.4067,0.0006,0.0001,6.6403,0.0002,503,13.9816
6.5371,0.4434,0.0068,0.0001,6.0935,0.0001,500,14.4960
7.0632,0.4199,0.0072,0.0001,6.6430,0.0001,503,13.9751
7.1112,0.4555,0.0119,0.0001,6.6555,0.0001,503,13.9704
6.6470,0.4731,0.0265,0.0001,6.1737,0.0001,500,14.4365
7.1299,0.4721,0.0242,0.0001,6.6576,0.0001,503,13.9580
7.0993,0.4489,0.0116,0.0001,6.6502,0.0001,503,14.0112
7.1250,0.4740,0.0355,0.0001,6.6508,0.0001,503,13.9873
6.6266,0.4474,0.0082,0.0001,6.1789,0.0001,500,14.4946
6.6611,0.4833,0.0330,0.0001,6.1776,0.0001,500,14.4698
7.1266,0.4670,0.0164,0.0001,6.6594,0.0001,503,14.0063
6.6109,0.4424,0.0232,0.0001,6.1683,0.0001,500,14.5232
6.6620,0.4798,0.0262,0.0001,6.1819,0.0001,500,14.4765
7.1308,0.4754,0.0302,0.0001,6.6551,0.0001,503,14.0321
6.6301,0.4600,0.0216,0.0001,6.1699,0.0001,500,14.5668
6.6954,0.5147,0.0186,0.0001,6.1805,0.0001,500,14.5699
6.6434,0.4669,0.0032,0.0001,6.1762,0.0001,500,14.6416
7.1046,0.4555,0.0194,0.0001,6.6488,0.0001,503,14.4434
7.1137,0.4610,0.0156,0.0001,6.6524,0.0001,503,14.4472
7.0916,0.4395,0.0068,0.0001,6.6518,0.0002,503,14.4959
7.0631,0.4164,0.0122,0.0001,6.6464,0.0001,503,14.5342
7.1112,0.4527,0.0074,0.0001,6.6582,0.0001,503,14.5391
7.0793,0.4347,0.0087,0.0001,6.6445,0.0001,503,14.5799
7.1311,0.4814,0.0370,0.0001,6.6495,0.0001,503,14.5515
7.1171,0.4576,0.0021,0.0002,6.6592,0.0001,503,14.5865
7.1352,0.4794,0.0150,0.0001,6.6556,0.0001,503,14.5736
2.5353,0.5019,0.0231,0.0001,2.0332,0.0001,500,20.1397
5.7351,0.4540,0.0315,0.0001,5.2808,0.0001,500,16.9425
7.1575,0.5114,0.0336,0.0001,6.6457,0.0001,503,16.0191
7.1636,0.5116,0.0330,0.0001,6.6517,0.0001,503,16.0198
7.1687,0.5097,0.0311,0.0001,6.6588,0.0001,503,16.0216
5.9072,0.5300,0.0355,0.0001,5.3770,0.0001,500,18.0498
7.0725,0.4291,0.0228,0.0001,6.6431,0.0001,503,16.9513
7.0695,0.4257,0.0144,0.0001,6.6435,0.0002,503,16.9598
7.0958,0.4511,0.0317,0.0001,6.6444,0.0001,503,16.9426
7.0579,0.4184,0.0264,0.0002,6.6392,0.0001,503,16.9962
7.1320,0.4752,0.0326,0.0001,6.6566,0.0001,503,16.9414
7.1251,0.4690,0.0230,0.0000,6.6559,0.0001,503,16.9510
7.1380,0.4774,0.0317,0.0001,6.6604,0.0001,503,16.9424
7.1086,0.4464,0.0021,0.0001,6.6619,0.0001,503,16.9719
7.1580,0.4947,0.0199,0.0001,6.6630,0.0001,503,16.9542
7.1460,0.4854,0.0353,0.0001,6.6604,0.0001,503,16.9873
7.1388,0.4756,0.0207,0.0001,6.6629,0.0001,503,17.0018
6.5330,0.4929,0.0349,0.0001,6.0399,0.0001,500,18.0869
2.9636,0.4270,0.0228,0.0001,2.5364,0.0001,500,21.6592
3.4305,0.4823,0.0352,0.0001,2.9480,0.0001,500,21.1970
3.3430,0.4548,0.0178,0.0001,2.8879,0.0001,500,21.2850
7.0183,0.4332,0.0250,0.0001,6.5849,0.0001,500,17.6170
7.0430,0.4621,0.0461,0.0001,6.5806,0.0002,500,17.5958
2.9886,0.4732,0.0316,0.0001,2.5151,0.0002,500,21.6504
7.0911,0.4440,0.0245,0.0001,6.6469,0.0001,503,17.6174
7.1088,0.4544,0.0173,0.0001,6.6536,0.0007,503,17.6246
7.1355,0.4765,0.0215,0.0001,6.6588,0.0001,503,17.6205
7.1317,0.4705,0.0148,0.0001,6.6609,0.0002,503,17.6273
7.1366,0.4758,0.0121,0.0001,6.6605,0.0002,503,17.6298
7.1364,0.4802,0.0287,0.0001,6.6559,0.0001,503,17.8424
7.1473,0.4966,0.0022,0.0001,6.6488,0.0017,503,18.0831
6.8407,0.4911,0.0330,0.0001,6.3493,0.0001,500,18.7797
6.6317,0.4642,0.0386,0.0001,6.1673,0.0001,500,18.9929
4.4685,0.4360,0.0288,0.0001,4.0323,0.0002,500,21.1629
6.6418,0.4635,0.0391,0.0001,6.1780,0.0001,500,18.9927
5.7116,0.4929,0.0290,0.0001,5.2184,0.0002,500,19.9229
6.6390,0.4606,0.0317,0.0001,6.1782,0.0001,500,19.0001
5.4659,0.5124,0.0438,0.0001,4.9533,0.0001,500,20.1783
7.1443,0.4995,0.0196,0.0001,6.6445,0.0001,503,18.6326
7.1733,0.5163,0.0296,0.0001,6.6568,0.0001,503,18.6226
7.1750,0.5156,0.0274,0.0001,6.6591,0.0002,503,18.6248
7.1601,0.5060,0.0259,0.0001,6.6538,0.0001,503,18.7869
6.9598,0.4721,0.0386,0.0001,6.4874,0.0002,500,18.9930
